neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,host_type
Brooklyn,Williamsburg,Private room,70,4,1,0.21,156,Ocasional
Manhattan,SoHo,Private room,100,3,3,0.33,363,Ocasional
Manhattan,East Village,Entire home/apt,359,2,19,2.06,252,Ocasional
Bronx,Morris Park,Shared room,40,1,2,0.23,88,Ocasional
Manhattan,Greenwich Village,Entire home/apt,175,90,0,0.0,311,Profesional
Brooklyn,East New York,Private room,30,2,3,0.46,158,Profesional
Manhattan,Greenwich Village,Private room,120,30,3,0.37,119,Profesional
Brooklyn,Flatbush,Entire home/apt,95,6,1,0.12,0,Ocasional
Manhattan,East Village,Entire home/apt,125,3,2,0.27,45,Ocasional
Manhattan,West Village,Entire home/apt,225,3,15,1.72,6,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,57,1,13,2.22,16,Profesional
Brooklyn,Sheepshead Bay,Private room,37,1,1,0.11,364,Profesional
Manhattan,East Village,Entire home/apt,150,3,12,1.26,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,36,2,1,0.13,0,Ocasional
Queens,Woodside,Entire home/apt,115,2,34,3.72,81,Ocasional
Manhattan,SoHo,Entire home/apt,350,2,32,3.42,284,Ocasional
Queens,Springfield Gardens,Entire home/apt,75,1,132,15.78,28,Ocasional
Manhattan,Washington Heights,Private room,155,4,0,0.0,90,Profesional
Manhattan,Upper East Side,Private room,149,10,2,0.23,40,Ocasional
Manhattan,Chelsea,Private room,90,3,4,0.43,0,Ocasional
Brooklyn,Sunset Park,Private room,29,1,12,1.37,66,Profesional
Brooklyn,Bedford-Stuyvesant,Private room,200,1,73,7.99,65,Profesional
Manhattan,SoHo,Entire home/apt,275,5,6,0.71,9,Profesional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,2,48,5.12,267,Ocasional
Bronx,Edenwald,Entire home/apt,90,15,0,0.0,89,Ocasional
Manhattan,Morningside Heights,Entire home/apt,140,2,6,0.66,0,Ocasional
Queens,Elmhurst,Private room,45,7,4,0.46,21,Profesional
Queens,Rosedale,Entire home/apt,80,1,9,1.79,116,Profesional
Manhattan,Harlem,Private room,110,30,3,0.33,90,Ocasional
Queens,Queens Village,Entire home/apt,68,2,33,3.6,282,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,275,3,43,4.54,123,Ocasional
Brooklyn,Downtown Brooklyn,Entire home/apt,90,2,2,0.32,0,Ocasional
Brooklyn,Downtown Brooklyn,Entire home/apt,250,2,8,0.85,29,Ocasional
Queens,Bayswater,Private room,60,1,9,1.13,84,Ocasional
Staten Island,Stapleton,Entire home/apt,89,1,23,2.43,0,Ocasional
Manhattan,Chelsea,Entire home/apt,288,3,44,4.78,48,Ocasional
Brooklyn,Williamsburg,Private room,70,3,4,0.63,3,Profesional
Manhattan,Hell's Kitchen,Entire home/apt,159,30,0,0.0,333,Ocasional
Bronx,East Morrisania,Entire home/apt,60,1,22,2.4,279,Ocasional
Manhattan,Financial District,Private room,100,1,31,3.35,195,Ocasional
Manhattan,Washington Heights,Private room,60,2,16,1.75,0,Profesional
Brooklyn,East Flatbush,Entire home/apt,99,5,1,0.13,0,Profesional
Brooklyn,Canarsie,Private room,59,2,35,3.85,176,Profesional
Queens,Sunnyside,Private room,119,1,27,2.88,27,Ocasional
Brooklyn,Fort Greene,Private room,89,1,24,3.09,72,Profesional
Manhattan,East Village,Entire home/apt,314,30,0,0.0,330,Profesional
Brooklyn,South Slope,Private room,60,2,1,0.12,36,Ocasional
Manhattan,Washington Heights,Entire home/apt,66,1,12,1.83,5,Ocasional
Manhattan,Financial District,Entire home/apt,175,30,1,0.16,54,Ocasional
Brooklyn,Greenpoint,Entire home/apt,150,3,7,0.8,0,Ocasional
Manhattan,West Village,Entire home/apt,310,2,4,0.48,8,Profesional
Brooklyn,Williamsburg,Private room,70,2,4,0.45,0,Ocasional
Queens,Maspeth,Entire home/apt,109,5,1,1.0,160,Profesional
Manhattan,Financial District,Entire home/apt,300,30,0,0.0,310,Ocasional
Manhattan,East Harlem,Shared room,65,1,2,2.0,64,Profesional
Manhattan,East Harlem,Private room,83,2,25,2.69,161,Ocasional
Manhattan,Harlem,Private room,200,1,2,2.0,32,Ocasional
Brooklyn,Williamsburg,Private room,90,4,26,2.88,0,Profesional
Manhattan,Midtown,Entire home/apt,380,3,10,1.12,225,Profesional
Manhattan,SoHo,Private room,175,5,1,0.11,0,Profesional
Queens,Jamaica,Entire home/apt,46,1,18,1.96,135,Profesional
Brooklyn,Bushwick,Private room,50,2,3,0.35,32,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,200,2,5,0.57,64,Profesional
Queens,Maspeth,Private room,31,2,6,0.65,259,Profesional
Brooklyn,Prospect-Lefferts Gardens,Private room,59,3,6,0.66,0,Ocasional
Manhattan,Harlem,Entire home/apt,180,5,27,2.95,88,Ocasional
Bronx,Morris Heights,Private room,240,1,0,0.0,363,Ocasional
Queens,Flushing,Private room,75,1,0,0.0,365,Ocasional
Brooklyn,Williamsburg,Entire home/apt,160,4,6,0.69,10,Ocasional
Manhattan,East Harlem,Private room,72,5,21,2.23,165,Profesional
Brooklyn,Bedford-Stuyvesant,Private room,72,2,37,3.94,18,Ocasional
Brooklyn,Williamsburg,Entire home/apt,210,30,2,0.32,335,Profesional
Bronx,Hunts Point,Private room,40,30,3,0.36,321,Profesional
Manhattan,Chelsea,Private room,175,2,0,0.0,70,Profesional
Brooklyn,Greenpoint,Private room,180,4,0,0.0,170,Ocasional
Manhattan,Harlem,Private room,70,4,0,0.0,0,Ocasional
Brooklyn,Williamsburg,Private room,105,2,13,1.79,335,Profesional
Queens,Long Island City,Private room,95,1,18,1.91,347,Profesional
Manhattan,Midtown,Entire home/apt,235,2,37,4.19,135,Ocasional
Brooklyn,Brighton Beach,Private room,69,2,8,0.9,4,Profesional
Brooklyn,Williamsburg,Private room,70,1,67,7.18,5,Profesional
Manhattan,Harlem,Entire home/apt,75,5,2,0.27,0,Ocasional
Manhattan,East Village,Private room,139,2,11,1.19,0,Ocasional
Manhattan,Harlem,Private room,75,5,1,0.19,0,Ocasional
Queens,Jackson Heights,Private room,41,29,1,0.15,1,Profesional
Brooklyn,Crown Heights,Entire home/apt,120,3,33,3.61,73,Ocasional
Queens,Woodside,Private room,55,30,2,0.32,1,Profesional
Queens,Forest Hills,Private room,88,2,37,4.04,210,Profesional
Queens,Forest Hills,Private room,78,2,28,3.05,205,Profesional
Queens,Forest Hills,Private room,58,2,35,3.85,235,Profesional
Manhattan,East Village,Private room,85,2,21,2.27,41,Profesional
Manhattan,Hell's Kitchen,Private room,150,7,9,0.99,358,Profesional
Brooklyn,Bedford-Stuyvesant,Private room,67,30,31,3.41,333,Profesional
Queens,Jamaica,Shared room,51,1,17,1.84,141,Profesional
Brooklyn,East Flatbush,Private room,99,4,13,1.41,48,Profesional
Manhattan,Inwood,Private room,99,1,3,0.4,365,Profesional
Queens,Elmhurst,Private room,32,29,1,0.21,35,Profesional
Queens,St. Albans,Private room,35,1,30,3.25,143,Profesional
Brooklyn,Crown Heights,Private room,75,2,6,0.69,12,Profesional
Brooklyn,Fort Greene,Entire home/apt,175,3,38,4.15,122,Ocasional
Brooklyn,Bensonhurst,Entire home/apt,62,23,0,0.0,0,Ocasional
Queens,Elmhurst,Private room,29,29,1,1.0,6,Profesional
Brooklyn,Fort Greene,Entire home/apt,150,8,4,0.5,0,Ocasional
Brooklyn,Crown Heights,Entire home/apt,90,4,26,2.85,0,Ocasional
Brooklyn,Canarsie,Private room,55,1,9,0.95,365,Profesional
Staten Island,Clifton,Shared room,150,2,2,0.22,312,Profesional
Brooklyn,Bushwick,Private room,90,2,54,5.79,118,Profesional
Manhattan,Nolita,Private room,140,3,2,0.22,0,Ocasional
Queens,East Elmhurst,Private room,65,1,58,6.19,47,Ocasional
Brooklyn,Bushwick,Private room,57,1,1,0.12,0,Ocasional
Queens,St. Albans,Private room,50,1,16,1.78,137,Profesional
Bronx,Pelham Bay,Entire home/apt,299,2,1,0.58,1,Profesional
Bronx,Pelham Bay,Entire home/apt,125,2,7,0.99,301,Profesional
Manhattan,Hell's Kitchen,Private room,85,2,34,4.47,103,Profesional
Manhattan,Upper East Side,Private room,80,4,11,1.3,156,Ocasional
Brooklyn,Williamsburg,Entire home/apt,180,2,4,0.43,0,Ocasional
Brooklyn,Crown Heights,Entire home/apt,65,3,7,0.77,0,Ocasional
Manhattan,Harlem,Entire home/apt,270,2,12,1.34,365,Ocasional
Manhattan,Midtown,Private room,175,2,2,0.22,1,Ocasional
Manhattan,Midtown,Entire home/apt,359,5,9,0.99,23,Ocasional
Brooklyn,Windsor Terrace,Entire home/apt,100,29,2,0.22,59,Ocasional
Manhattan,Upper East Side,Entire home/apt,275,2,8,0.91,0,Ocasional
Manhattan,Chinatown,Private room,185,1,36,3.9,233,Profesional
Manhattan,Financial District,Private room,119,1,27,2.99,5,Ocasional
Bronx,Fordham,Private room,90,1,2,0.22,362,Ocasional
Manhattan,Little Italy,Entire home/apt,160,2,44,5.64,275,Profesional
Brooklyn,Borough Park,Private room,60,1,0,0.0,0,Profesional
Brooklyn,Bushwick,Entire home/apt,149,20,4,0.55,165,Ocasional
Brooklyn,Borough Park,Private room,57,1,1,0.27,365,Profesional
Brooklyn,Sheepshead Bay,Private room,39,1,1,0.12,360,Profesional
Brooklyn,Borough Park,Private room,50,1,2,0.24,365,Profesional
Brooklyn,Borough Park,Private room,55,1,1,0.11,298,Profesional
Brooklyn,Borough Park,Private room,48,1,0,0.0,365,Profesional
Brooklyn,Prospect-Lefferts Gardens,Shared room,30,2,5,0.55,365,Profesional
Brooklyn,Borough Park,Private room,50,2,0,0.0,365,Profesional
Brooklyn,Borough Park,Private room,45,2,3,0.37,365,Profesional
Brooklyn,Borough Park,Shared room,35,1,0,0.0,352,Profesional
Brooklyn,Prospect-Lefferts Gardens,Shared room,30,2,5,0.55,352,Profesional
Manhattan,Chelsea,Entire home/apt,195,5,21,2.42,17,Ocasional
Brooklyn,Prospect-Lefferts Gardens,Private room,40,2,2,0.74,364,Profesional
Brooklyn,Borough Park,Private room,60,1,9,0.98,180,Profesional
Brooklyn,Borough Park,Private room,60,1,9,1.0,177,Profesional
Brooklyn,Prospect-Lefferts Gardens,Private room,35,2,1,0.11,364,Profesional
Manhattan,Midtown,Entire home/apt,249,3,0,0.0,179,Profesional
Queens,Long Island City,Entire home/apt,120,2,36,4.14,48,Ocasional
Staten Island,Concord,Private room,35,1,2,2.0,360,Profesional
Staten Island,Concord,Private room,35,1,45,4.89,177,Profesional
Manhattan,Hell's Kitchen,Entire home/apt,151,7,3,0.33,0,Ocasional
Manhattan,East Village,Entire home/apt,478,1,6,0.71,5,Ocasional
Manhattan,Chinatown,Private room,110,3,2,0.23,66,Ocasional
Manhattan,East Village,Private room,85,4,7,0.79,54,Profesional
Manhattan,Upper East Side,Private room,250,3,22,2.55,0,Ocasional
Manhattan,Midtown,Private room,350,2,0,0.0,0,Ocasional
Brooklyn,Bushwick,Private room,200,2,10,1.09,79,Ocasional
Manhattan,Chinatown,Entire home/apt,250,2,3,0.35,0,Ocasional
Brooklyn,Downtown Brooklyn,Entire home/apt,285,1,1,0.16,6,Ocasional
Manhattan,Upper East Side,Private room,200,1,20,2.25,313,Ocasional
Brooklyn,Bushwick,Entire home/apt,100,2,16,1.89,55,Ocasional
Manhattan,Harlem,Entire home/apt,80,10,17,1.9,95,Ocasional
Queens,Woodside,Private room,35,30,2,0.25,0,Profesional
Brooklyn,Sunset Park,Entire home/apt,220,15,1,0.11,0,Ocasional
Manhattan,East Harlem,Private room,57,1,26,2.82,344,Ocasional
Brooklyn,Bushwick,Private room,70,3,45,4.93,146,Profesional
Manhattan,Chelsea,Entire home/apt,299,2,35,3.75,277,Ocasional
Manhattan,Harlem,Entire home/apt,145,60,1,0.16,227,Ocasional
Bronx,City Island,Entire home/apt,84,2,31,3.38,166,Ocasional
Brooklyn,Williamsburg,Private room,70,5,1,0.14,0,Ocasional
Brooklyn,Crown Heights,Private room,55,4,1,0.33,311,Profesional
Brooklyn,Williamsburg,Private room,99,1,3,0.33,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,48,2,47,5.02,10,Profesional
Bronx,Williamsbridge,Entire home/apt,80,30,0,0.0,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,45,2,43,4.69,25,Profesional
Queens,Jackson Heights,Entire home/apt,69,2,52,5.63,137,Profesional
Brooklyn,Bedford-Stuyvesant,Private room,50,2,42,5.02,17,Profesional
Brooklyn,Dyker Heights,Private room,150,7,5,0.79,149,Ocasional
Brooklyn,Bushwick,Private room,73,3,1,0.11,0,Profesional
Queens,Elmhurst,Private room,40,29,2,0.55,32,Profesional
Queens,Ozone Park,Private room,60,1,0,0.0,0,Ocasional
Brooklyn,Crown Heights,Private room,50,2,6,0.69,0,Profesional
Manhattan,Midtown,Private room,450,3,0,0.0,339,Ocasional
Queens,Long Island City,Private room,100,1,2,0.32,1,Ocasional
Brooklyn,Crown Heights,Entire home/apt,100,2,13,3.2,20,Profesional
Brooklyn,Bushwick,Entire home/apt,160,2,20,2.28,364,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,4,1,0.12,129,Profesional
Manhattan,SoHo,Private room,249,5,3,0.33,5,Ocasional
Manhattan,Lower East Side,Entire home/apt,150,3,8,0.92,0,Ocasional
Manhattan,Midtown,Private room,150,2,5,0.57,0,Ocasional
Brooklyn,Brighton Beach,Private room,50,2,27,3.18,71,Ocasional
Manhattan,Little Italy,Entire home/apt,240,2,26,2.8,267,Ocasional
Brooklyn,Park Slope,Private room,100,2,22,2.59,292,Ocasional
Queens,Long Island City,Private room,119,1,2,0.26,365,Profesional
Bronx,Wakefield,Entire home/apt,75,7,3,0.63,242,Profesional
Queens,Ozone Park,Entire home/apt,90,7,2,0.22,90,Ocasional
Manhattan,Nolita,Entire home/apt,399,5,29,3.16,76,Ocasional
Queens,Astoria,Entire home/apt,149,2,35,3.89,362,Ocasional
Queens,Ditmars Steinway,Private room,64,1,10,1.12,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,68,30,17,1.93,242,Profesional
Manhattan,Midtown,Entire home/apt,250,3,21,2.32,80,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,63,30,16,1.8,365,Profesional
Manhattan,East Harlem,Private room,56,1,20,2.19,129,Profesional
Brooklyn,Clinton Hill,Entire home/apt,200,5,3,0.33,89,Profesional
Queens,Hollis,Private room,65,5,8,0.99,170,Ocasional
Manhattan,Lower East Side,Entire home/apt,300,1,54,5.87,48,Ocasional
Bronx,Port Morris,Entire home/apt,100,1,25,2.81,39,Ocasional
Brooklyn,East New York,Entire home/apt,120,2,15,1.66,0,Ocasional
Manhattan,Washington Heights,Private room,70,7,11,1.3,356,Ocasional
Manhattan,Chelsea,Entire home/apt,137,4,1,0.16,0,Profesional
Brooklyn,Williamsburg,Entire home/apt,275,2,45,5.04,249,Ocasional
Manhattan,Chelsea,Private room,65,3,12,1.43,30,Profesional
Brooklyn,Crown Heights,Entire home/apt,150,1,3,0.33,95,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,40,27,0,0.0,89,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,82,6,8,0.88,48,Profesional
Brooklyn,Bushwick,Private room,65,3,0,0.0,3,Ocasional
Brooklyn,Williamsburg,Private room,80,3,6,0.8,6,Ocasional
Bronx,Mount Eden,Private room,48,2,0,0.0,0,Ocasional
Brooklyn,Bushwick,Private room,39,1,5,0.6,158,Ocasional
Manhattan,Civic Center,Private room,169,7,4,1.35,351,Profesional
Brooklyn,Bedford-Stuyvesant,Private room,150,2,6,0.75,33,Profesional
Manhattan,Harlem,Entire home/apt,125,60,2,0.23,3,Profesional
Brooklyn,Bedford-Stuyvesant,Private room,65,30,13,1.45,357,Profesional
Manhattan,Upper East Side,Entire home/apt,160,2,14,1.79,170,Ocasional
Brooklyn,Clinton Hill,Entire home/apt,175,2,5,0.63,158,Ocasional
Queens,Ditmars Steinway,Entire home/apt,150,3,37,4.1,7,Profesional
Brooklyn,Fort Greene,Entire home/apt,210,4,20,2.32,268,Ocasional
Manhattan,East Harlem,Private room,45,240,0,0.0,280,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,3,15,4.33,175,Ocasional
Manhattan,Midtown,Entire home/apt,240,2,14,1.95,279,Profesional
Manhattan,Financial District,Entire home/apt,185,2,0,0.0,89,Profesional
Manhattan,Washington Heights,Private room,140,1,0,0.0,363,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,3,11,1.25,105,Ocasional
Manhattan,Chelsea,Entire home/apt,200,100,1,0.11,0,Ocasional
Brooklyn,Flatbush,Private room,80,1,4,0.48,179,Ocasional
Queens,Whitestone,Private room,39,1,44,4.93,89,Profesional
Brooklyn,East Flatbush,Entire home/apt,135,4,9,1.07,365,Ocasional
Brooklyn,Williamsburg,Private room,55,10,1,0.14,48,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,230,4,29,3.36,205,Profesional
Bronx,Morris Park,Entire home/apt,39,5,0,0.0,0,Profesional
Manhattan,Nolita,Entire home/apt,175,2,22,2.52,24,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,50,2,5,0.56,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,139,1,4,0.5,7,Profesional
Brooklyn,Bushwick,Entire home/apt,129,2,38,4.73,192,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,80,1,15,1.82,64,Ocasional
Queens,Astoria,Private room,46,30,0,0.0,237,Profesional
Brooklyn,Bushwick,Private room,44,30,1,0.13,9,Profesional
Queens,Woodside,Private room,100,1,4,0.43,0,Ocasional
Manhattan,Harlem,Private room,150,1,11,1.26,177,Profesional
Brooklyn,Bushwick,Private room,90,1,2,0.25,29,Ocasional
Brooklyn,East New York,Entire home/apt,200,3,1,0.16,4,Profesional
Bronx,Belmont,Private room,65,3,26,2.83,46,Profesional
Manhattan,East Village,Private room,100,2,11,1.21,0,Ocasional
Manhattan,Little Italy,Entire home/apt,130,30,1,0.19,332,Profesional
Brooklyn,Williamsburg,Private room,75,1,13,1.41,0,Profesional
Brooklyn,Gravesend,Private room,70,1,1,0.23,0,Ocasional
Brooklyn,Williamsburg,Private room,55,1,4,0.45,0,Profesional
Brooklyn,Bushwick,Private room,55,2,15,1.72,0,Profesional
Manhattan,Hell's Kitchen,Entire home/apt,125,30,3,0.34,226,Ocasional
Manhattan,Lower East Side,Entire home/apt,175,2,11,1.2,6,Profesional
Manhattan,Chinatown,Private room,125,2,35,3.82,315,Ocasional
Queens,Flushing,Private room,48,1,35,3.79,79,Profesional
Queens,Flushing,Private room,48,1,39,4.21,84,Profesional
Brooklyn,Sheepshead Bay,Shared room,50,7,6,0.7,311,Profesional
Manhattan,Washington Heights,Entire home/apt,80,1,20,2.59,28,Ocasional
Queens,Glendale,Private room,35,7,1,0.11,365,Ocasional
Manhattan,Little Italy,Private room,95,2,2,2.0,23,Profesional
Manhattan,East Village,Private room,90,3,1,0.16,5,Ocasional
Brooklyn,Williamsburg,Entire home/apt,85,7,4,0.59,357,Ocasional
Brooklyn,South Slope,Private room,85,2,18,1.99,0,Profesional
Manhattan,Midtown,Private room,425,4,0,0.0,0,Ocasional
Brooklyn,Prospect Heights,Private room,90,8,1,0.15,156,Ocasional
Brooklyn,Williamsburg,Entire home/apt,175,2,17,1.83,0,Profesional
Queens,Astoria,Private room,80,1,7,0.76,85,Ocasional
Brooklyn,Fort Greene,Entire home/apt,134,2,15,1.91,41,Ocasional
Manhattan,Upper West Side,Entire home/apt,150,2,8,0.9,0,Ocasional
Brooklyn,Gravesend,Private room,40,2,10,1.11,0,Profesional
Brooklyn,Bedford-Stuyvesant,Private room,55,3,1,0.16,89,Profesional
Brooklyn,Williamsburg,Private room,60,1,41,4.42,5,Profesional
Brooklyn,Bushwick,Private room,74,1,26,2.9,34,Profesional
Brooklyn,Carroll Gardens,Private room,69,5,4,0.45,0,Ocasional
Brooklyn,Williamsburg,Entire home/apt,160,2,21,3.28,335,Ocasional
Manhattan,Hell's Kitchen,Shared room,65,1,17,4.77,198,Profesional
Queens,Jackson Heights,Entire home/apt,128,3,33,4.01,325,Ocasional
Manhattan,Harlem,Entire home/apt,250,28,7,1.02,183,Ocasional
Queens,St. Albans,Private room,45,2,15,1.67,262,Profesional
Brooklyn,Sunset Park,Entire home/apt,100,28,4,0.59,219,Ocasional
Brooklyn,Williamsburg,Private room,65,2,7,0.77,255,Ocasional
Queens,Briarwood,Private room,350,4,1,0.11,90,Ocasional
Manhattan,Harlem,Private room,120,3,3,0.36,295,Ocasional
Manhattan,Morningside Heights,Entire home/apt,135,2,4,0.53,22,Ocasional
Bronx,Mott Haven,Private room,42,5,7,1.08,321,Profesional
Manhattan,East Harlem,Private room,66,1,21,2.63,64,Ocasional
Manhattan,Harlem,Private room,80,2,3,0.34,0,Ocasional
Queens,Astoria,Private room,105,1,2,0.23,359,Ocasional
Bronx,Kingsbridge,Private room,65,2,0,0.0,364,Profesional
Brooklyn,Brighton Beach,Entire home/apt,80,1,51,5.71,303,Ocasional
Brooklyn,Prospect Heights,Entire home/apt,400,32,1,0.16,0,Ocasional
Brooklyn,Clinton Hill,Private room,55,3,2,0.31,0,Ocasional
Queens,Corona,Shared room,40,2,10,1.19,356,Profesional
Queens,Long Island City,Private room,70,1,2,2.0,342,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,72,6,6,0.76,66,Profesional
Bronx,Soundview,Private room,38,2,11,1.29,188,Profesional
Brooklyn,Borough Park,Private room,45,1,3,0.42,357,Profesional
Queens,Ditmars Steinway,Private room,500,1,0,0.0,89,Ocasional
Bronx,Mott Haven,Private room,79,2,2,0.23,88,Ocasional
Manhattan,Upper West Side,Entire home/apt,295,3,19,2.16,77,Ocasional
Brooklyn,Williamsburg,Entire home/apt,120,2,40,4.88,13,Ocasional
Queens,Astoria,Private room,55,1,4,0.45,0,Profesional
Manhattan,Upper West Side,Private room,70,6,22,2.42,0,Ocasional
Bronx,Mott Haven,Private room,120,1,29,3.15,312,Profesional
Queens,Woodside,Private room,90,1,2,0.77,173,Profesional
Brooklyn,East Flatbush,Private room,125,1,7,0.76,364,Profesional
Manhattan,Upper East Side,Entire home/apt,135,1,20,2.74,1,Ocasional
Manhattan,Lower East Side,Private room,120,3,5,0.55,361,Profesional
Brooklyn,Greenpoint,Entire home/apt,350,1,1,0.12,0,Profesional
Bronx,Mott Haven,Entire home/apt,81,4,5,0.62,0,Ocasional
Queens,Jackson Heights,Private room,68,4,22,2.45,100,Profesional
Brooklyn,Brighton Beach,Entire home/apt,105,2,6,0.85,332,Profesional
Manhattan,Harlem,Entire home/apt,200,31,25,2.81,91,Profesional
Manhattan,Morningside Heights,Private room,75,1,29,3.33,8,Profesional
Brooklyn,Bushwick,Private room,40,30,1,0.13,54,Profesional
Brooklyn,Williamsburg,Entire home/apt,215,1,5,2.21,165,Ocasional
Brooklyn,Williamsburg,Private room,80,3,1,0.12,8,Ocasional
Queens,Forest Hills,Private room,150,2,1,0.16,365,Profesional
Manhattan,East Village,Entire home/apt,112,2,4,0.5,0,Ocasional
Brooklyn,Bushwick,Private room,42,2,2,0.26,0,Ocasional
Manhattan,Upper West Side,Entire home/apt,80,3,10,1.51,0,Ocasional
Manhattan,SoHo,Entire home/apt,89,1,45,4.93,34,Profesional
Brooklyn,Prospect-Lefferts Gardens,Shared room,25,2,4,0.53,365,Profesional
Manhattan,Hell's Kitchen,Entire home/apt,120,5,0,0.0,40,Profesional
Manhattan,Washington Heights,Entire home/apt,120,2,16,1.8,365,Profesional
Manhattan,Gramercy,Entire home/apt,350,2,29,3.27,65,Ocasional
Brooklyn,Bushwick,Shared room,25,4,14,1.56,62,Profesional
Brooklyn,Bushwick,Private room,85,1,40,4.62,354,Ocasional
Brooklyn,Bushwick,Shared room,25,4,17,1.88,80,Profesional
Manhattan,Battery Park City,Entire home/apt,200,1,9,1.01,0,Ocasional
Manhattan,Hell's Kitchen,Entire home/apt,575,6,0,0.0,83,Ocasional
Brooklyn,Crown Heights,Private room,48,30,2,0.23,89,Profesional
Manhattan,Greenwich Village,Entire home/apt,350,2,5,0.59,0,Ocasional
